Line Number,Bytecode ID,Instruction Index,Function identifier,Function label,Instruction,Hits,Misses,Classes seen
43,106,116,152,_Planner.incremental_remove,LOAD_FIELD,4,1,1
43,79,24,131,Dictionary._get_bucket_idx,LOAD_FIELD,3030,2,1
43,79,20,131,Dictionary._get_bucket_idx,LOAD_FIELD,3031,1,1
43,106,104,152,_Planner.incremental_remove,LOAD_FIELD,0,5,1
47,80,20,132,Dictionary._get_bucket,LOAD_FIELD,3015,1,1
47,80,8,132,Dictionary._get_bucket,LOAD_FIELD,3015,1,1
47,80,4,132,Dictionary._get_bucket,LOAD_FIELD,3015,1,1
50,107,44,153,each,LOAD_FIELD,0,5,1
50,107,4,153,each,LOAD_FIELD,4,1,1
50,107,24,153,each,LOAD_FIELD,4,1,1
52,81,32,133,Dictionary.at,LOAD_FIELD,3014,2,1
54,108,44,154,_Planner.extract_plan_from_constraints,LOAD_FIELD,0,5,1
55,108,68,154,_Planner.extract_plan_from_constraints,LOAD_FIELD,3,2,1
58,81,144,133,Dictionary.at,LOAD_FIELD,3003,13,1
59,109,4,155,_Planner._make_plan,LOAD_FIELD,4,1,1
59,81,172,133,Dictionary.at,LOAD_FIELD,3015,1,1
63,109,76,155,_Planner._make_plan,LOAD_FIELD,3007,5,1
64,109,100,155,_Planner._make_plan,LOAD_FIELD,3002,5,1
66,109,128,155,_Planner._make_plan,LOAD_FIELD,3004,3,3
67,109,164,155,_Planner._make_plan,LOAD_FIELD,3006,1,1
67,109,184,155,_Planner._make_plan,LOAD_FIELD,1002,2005,3
68,47,12,109,Vector.append,LOAD_FIELD,25054,2,2
68,109,208,155,_Planner._make_plan,LOAD_FIELD,3002,5,1
69,109,232,155,_Planner._make_plan,LOAD_FIELD,3004,3,3
69,47,60,109,Vector.append,STORE_FIELD,8,1,1
70,109,272,155,_Planner._make_plan,STORE_FIELD,3006,1,1
71,47,92,109,Vector.append,LOAD_FIELD,15894,9153,1
71,47,88,109,Vector.append,LOAD_FIELD,25045,2,2
71,47,80,109,Vector.append,LOAD_FIELD,25045,2,2
71,109,296,155,_Planner._make_plan,LOAD_FIELD,3004,3,3
71,109,284,155,_Planner._make_plan,LOAD_FIELD,3006,1,1
72,47,140,109,Vector.append,LOAD_FIELD,121,1,1
72,47,136,109,Vector.append,LOAD_FIELD,120,2,2
74,47,208,109,Vector.append,LOAD_FIELD,18080,2,2
74,47,212,109,Vector.append,LOAD_FIELD,18081,1,1
75,47,256,109,Vector.append,LOAD_FIELD,17865,95,1
75,47,252,109,Vector.append,LOAD_FIELD,17958,2,2
75,47,236,109,Vector.append,LOAD_FIELD,17838,122,1
76,47,284,109,Vector.append,LOAD_FIELD,121,17839,1
78,47,332,109,Vector.append,STORE_FIELD,120,2,2
82,47,356,109,Vector.append,LOAD_FIELD,16017,9039,1
82,47,352,109,Vector.append,LOAD_FIELD,25054,2,2
82,47,368,109,Vector.append,LOAD_FIELD,25054,2,2
83,47,392,109,Vector.append,LOAD_FIELD,25054,2,2
83,47,396,109,Vector.append,LOAD_FIELD,9038,16018,1
83,47,416,109,Vector.append,STORE_FIELD,25054,2,2
86,48,12,110,Vector.is_empty,LOAD_FIELD,34084,1,1
86,48,20,110,Vector.is_empty,LOAD_FIELD,34084,1,1
88,83,32,135,Dictionary.at_put,LOAD_FIELD,14,2,1
89,49,4,111,Vector.for_each,LOAD_FIELD,17193,2,2
89,112,4,158,_Planner._add_constraints_consuming_to,LOAD_FIELD,11019,1,1
90,83,64,135,Dictionary.at_put,LOAD_FIELD,15,1,1
90,83,68,135,Dictionary.at_put,LOAD_FIELD,14,2,1
90,49,36,111,Vector.for_each,LOAD_FIELD,172428,2,2
91,49,64,111,Vector.for_each,LOAD_FIELD,152210,3025,1
91,49,60,111,Vector.for_each,LOAD_FIELD,155233,2,2
92,111,28,157,each,LOAD_FIELD,8009,3,3
92,49,92,111,Vector.for_each,LOAD_FIELD,17191,138044,1
93,83,128,135,Dictionary.at_put,LOAD_FIELD,14,2,1
93,83,124,135,Dictionary.at_put,LOAD_FIELD,15,1,1
93,111,48,157,each,LOAD_FIELD,5003,1,1
93,83,144,135,Dictionary.at_put,LOAD_FIELD,14,2,1
94,83,184,135,Dictionary.at_put,LOAD_FIELD,15,1,1
94,83,188,135,Dictionary.at_put,LOAD_FIELD,1,15,1
94,83,208,135,Dictionary.at_put,STORE_FIELD,15,1,1
97,112,48,158,_Planner._add_constraints_consuming_to,LOAD_FIELD,11019,1,1
97,112,52,158,_Planner._add_constraints_consuming_to,LOAD_FIELD,8017,3003,1
100,83,276,135,Dictionary.at_put,LOAD_FIELD,15,1,1
100,83,264,135,Dictionary.at_put,LOAD_FIELD,15,1,1
100,83,272,135,Dictionary.at_put,LOAD_FIELD,15,1,1
103,113,40,159,_Planner.add_propagate,LOAD_FIELD,8013,6011,1
104,113,64,159,_Planner.add_propagate,LOAD_FIELD,2002,6011,1
106,113,92,159,_Planner.add_propagate,LOAD_FIELD,4001,4012,>= 4
107,113,128,159,_Planner.add_propagate,LOAD_FIELD,8012,1,1
112,113,184,159,_Planner.add_propagate,LOAD_FIELD,3001,5012,>= 4
113,113,204,159,_Planner.add_propagate,LOAD_FIELD,8011,2,1
113,113,216,159,_Planner.add_propagate,LOAD_FIELD,4001,4012,>= 4
121,114,24,160,_Planner.change,LOAD_FIELD,0,4,1
124,114,84,160,_Planner.change,LOAD_FIELD,3,1,1
124,53,4,115,Vector.remove_first,LOAD_FIELD,14026,1,1
126,53,36,115,Vector.remove_first,LOAD_FIELD,14026,1,1
126,53,40,115,Vector.remove_first,LOAD_FIELD,6020,8007,1
126,53,60,115,Vector.remove_first,STORE_FIELD,14026,1,1
127,53,76,115,Vector.remove_first,LOAD_FIELD,7979,6048,1
127,53,72,115,Vector.remove_first,LOAD_FIELD,14026,1,1
127,53,96,115,Vector.remove_first,LOAD_FIELD,14026,1,1
127,114,168,160,_Planner.change,STORE_FIELD,39,1,1
128,114,180,160,_Planner.change,LOAD_FIELD,36,4,1
130,114,200,160,_Planner.change,LOAD_FIELD,3,37,1
132,58,32,117,Vector.remove,LOAD_FIELD,5,5,1
132,114,236,160,_Planner.change,LOAD_FIELD,0,4,1
132,58,12,117,Vector.remove,LOAD_FIELD,9,1,1
136,58,112,117,Vector.remove,LOAD_FIELD,5,5,1
136,58,140,117,Vector.remove,STORE_FIELD,0,10,>= 4
137,116,4,162,_Planner._constraints_consuming,LOAD_FIELD,3006,1,1
138,57,40,116,each,STORE_FIELD,0,5,>= 4
139,57,52,116,each,LOAD_FIELD,1,4007,>= 4
139,57,56,116,each,LOAD_FIELD,3998,10,1
139,57,68,116,each,LOAD_FIELD,1,4007,>= 4
140,57,92,116,each,LOAD_FIELD,1,4007,>= 4
140,57,116,116,each,STORE_FIELD,1,4007,>= 4
140,57,96,116,each,LOAD_FIELD,9,3999,1
140,115,28,161,each,LOAD_FIELD,3002,3,3
144,58,176,117,Vector.remove,LOAD_FIELD,9,1,1
145,116,52,162,_Planner._constraints_consuming,LOAD_FIELD,3006,1,1
145,116,48,162,_Planner._constraints_consuming,LOAD_FIELD,3006,1,1
146,58,216,117,Vector.remove,STORE_FIELD,9,1,1
146,58,204,117,Vector.remove,LOAD_FIELD,0,10,>= 4
147,58,232,117,Vector.remove,LOAD_FIELD,0,10,>= 4
147,58,244,117,Vector.remove,STORE_FIELD,9,1,1
148,58,268,117,Vector.remove,STORE_FIELD,9,1,1
149,117,8,163,_Planner._new_mark,LOAD_FIELD,3013,1,1
149,117,32,163,_Planner._new_mark,STORE_FIELD,3013,1,1
149,58,280,117,Vector.remove,LOAD_FIELD,0,10,>= 4
149,117,12,163,_Planner._new_mark,LOAD_FIELD,1,3013,1
150,117,44,163,_Planner._new_mark,LOAD_FIELD,3013,1,1
156,121,36,167,_Planner._remove_propagate_from,STORE_FIELD,4,1,1
157,121,60,167,_Planner._remove_propagate_from,STORE_FIELD,4,1,1
158,121,84,167,_Planner._remove_propagate_from,STORE_FIELD,4,1,1
162,60,20,119,Vector.size,LOAD_FIELD,4,1,1
162,121,132,167,_Planner._remove_propagate_from,LOAD_FIELD,3007,5,1
162,60,12,119,Vector.size,LOAD_FIELD,4,1,1
163,121,156,167,_Planner._remove_propagate_from,LOAD_FIELD,3002,5,1
164,61,12,120,Vector.capacity,LOAD_FIELD,9,1,1
164,61,44,120,Vector.capacity,LOAD_FIELD,3,7,1
164,61,40,120,Vector.capacity,LOAD_FIELD,9,1,1
166,118,4,164,each,LOAD_FIELD,6004,3,3
167,62,52,121,Vector.sort,LOAD_FIELD,2,1,1
167,62,40,121,Vector.sort,LOAD_FIELD,0,3,1
167,62,60,121,Vector.sort,LOAD_FIELD,2,1,1
167,62,12,121,Vector.sort,LOAD_FIELD,0,5,1
167,118,32,164,each,LOAD_FIELD,0,3,1
167,62,64,121,Vector.sort,LOAD_FIELD,0,3,1
171,121,208,167,_Planner._remove_propagate_from,LOAD_FIELD,3006,1,1
171,121,204,167,_Planner._remove_propagate_from,LOAD_FIELD,3006,1,1
174,119,4,165,recalc,LOAD_FIELD,3000,2,2
175,119,36,165,recalc,LOAD_FIELD,3000,2,2
175,119,24,165,recalc,LOAD_FIELD,3001,1,1
178,121,252,167,_Planner._remove_propagate_from,LOAD_FIELD,3005,2,1
185,121,304,167,_Planner._remove_propagate_from,LOAD_FIELD,0,5,1
193,123,32,168,_Planner_chain_test,LOAD_FIELD,0,1,1
198,123,128,168,_Planner_chain_test,LOAD_FIELD,0,1001,1
199,123,152,168,_Planner_chain_test,LOAD_FIELD,1000,1,1
201,123,180,168,_Planner_chain_test,LOAD_FIELD,0,1001,1
206,123,256,168,_Planner_chain_test,LOAD_FIELD,999,1,1
206,90,36,142,Dictionary.get_keys,LOAD_FIELD,0,1,1
206,90,24,142,Dictionary.get_keys,LOAD_FIELD,0,1,1
207,123,288,168,_Planner_chain_test,LOAD_FIELD,999,1,1
207,123,300,168,_Planner_chain_test,LOAD_FIELD,0,1000,1
209,90,84,142,Dictionary.get_keys,LOAD_FIELD,16,1,1
209,90,80,142,Dictionary.get_keys,LOAD_FIELD,16,1,1
209,123,352,168,_Planner_chain_test,LOAD_FIELD,0,1000,1
210,90,112,142,Dictionary.get_keys,LOAD_FIELD,15,1,1
210,90,108,142,Dictionary.get_keys,LOAD_FIELD,15,1,1
211,123,388,168,_Planner_chain_test,LOAD_FIELD,999,1,1
212,90,180,142,Dictionary.get_keys,LOAD_FIELD,7,1,1
212,90,168,142,Dictionary.get_keys,LOAD_FIELD,7,1,1
213,90,196,142,Dictionary.get_keys,LOAD_FIELD,7,1,1
215,123,456,168,_Planner_chain_test,LOAD_FIELD,0,1,1
215,123,444,168,_Planner_chain_test,LOAD_FIELD,0,1,1
216,90,224,142,Dictionary.get_keys,LOAD_FIELD,0,16,1
218,123,524,168,_Planner_chain_test,LOAD_FIELD,0,1,1
218,123,512,168,_Planner_chain_test,LOAD_FIELD,0,1,1
221,123,588,168,_Planner_chain_test,LOAD_FIELD,0,1,1
225,123,660,168,_Planner_chain_test,LOAD_FIELD,99,1,1
226,123,704,168,_Planner_chain_test,STORE_FIELD,99,1,1
227,123,716,168,_Planner_chain_test,LOAD_FIELD,99,1,1
229,123,736,168,_Planner_chain_test,LOAD_FIELD,99,1,1
230,123,776,168,_Planner_chain_test,LOAD_FIELD,99,1,1
234,123,816,168,_Planner_chain_test,LOAD_FIELD,0,100,1
237,123,852,168,_Planner_chain_test,LOAD_FIELD,0,1,1
246,125,64,169,_Planner_projection_test,LOAD_FIELD,0,1,1
248,125,108,169,_Planner_projection_test,LOAD_FIELD,0,1,1
256,125,224,169,_Planner_projection_test,LOAD_FIELD,0,1000,1
258,125,268,169,_Planner_projection_test,LOAD_FIELD,0,1000,1
260,125,292,169,_Planner_projection_test,LOAD_FIELD,999,1,1
262,125,336,169,_Planner_projection_test,LOAD_FIELD,0,1000,1
265,125,388,169,_Planner_projection_test,LOAD_FIELD,0,1000,1
267,125,432,169,_Planner_projection_test,LOAD_FIELD,0,1000,1
270,125,468,169,_Planner_projection_test,LOAD_FIELD,0,1,1
271,125,504,169,_Planner_projection_test,LOAD_FIELD,0,1,1
273,125,544,169,_Planner_projection_test,LOAD_FIELD,0,1,1
274,125,580,169,_Planner_projection_test,LOAD_FIELD,0,1,1
276,125,620,169,_Planner_projection_test,LOAD_FIELD,0,1,1
278,125,676,169,_Planner_projection_test,LOAD_FIELD,999,1,1
279,125,700,169,_Planner_projection_test,LOAD_FIELD,998,1,1
280,125,740,169,_Planner_projection_test,LOAD_FIELD,998,1,1
284,125,828,169,_Planner_projection_test,LOAD_FIELD,0,999,1
287,125,864,169,_Planner_projection_test,LOAD_FIELD,0,1,1
289,125,920,169,_Planner_projection_test,LOAD_FIELD,999,1,1
290,125,944,169,_Planner_projection_test,LOAD_FIELD,998,1,1
291,125,984,169,_Planner_projection_test,LOAD_FIELD,998,1,1
295,125,1072,169,_Planner_projection_test,LOAD_FIELD,0,999,1
302,128,16,170,_Sym.init-values,STORE_FIELD,7,1,1
303,129,4,171,_Sym.custom_hash,LOAD_FIELD,3031,1,1
308,139,24,0,repl,LOAD_FIELD,0,1,1
311,139,68,0,repl,LOAD_FIELD,0,1,1
314,139,112,0,repl,LOAD_FIELD,0,1,1
317,139,156,0,repl,LOAD_FIELD,0,1,1
320,139,200,0,repl,LOAD_FIELD,0,1,1
323,139,244,0,repl,LOAD_FIELD,0,1,1
326,139,288,0,repl,LOAD_FIELD,0,1,1
329,139,332,0,repl,LOAD_FIELD,0,1,1
336,133,16,172,_Strength.init-values,STORE_FIELD,7,1,1
337,133,32,172,_Strength.init-values,LOAD_FIELD,7,1,1
337,133,56,172,_Strength.init-values,STORE_FIELD,7,1,1
340,134,20,173,_Strength.same_as,LOAD_FIELD,2,1,1
340,134,12,173,_Strength.same_as,LOAD_FIELD,2,1,1
341,135,20,174,_Strength.stronger,LOAD_FIELD,6010,1,1
341,135,12,174,_Strength.stronger,LOAD_FIELD,6010,1,1
342,136,20,175,_Strength.weaker,LOAD_FIELD,12005,1,1
342,136,12,175,_Strength.weaker,LOAD_FIELD,12005,1,1
349,138,4,177,_Strength.weakest,LOAD_FIELD,10003,3,1
355,140,4,178,_Strength_of,LOAD_FIELD,3007,1,1
360,142,24,179,_create_strength_table,LOAD_FIELD,0,1,1
361,142,52,179,_create_strength_table,LOAD_FIELD,0,1,1
362,142,80,179,_create_strength_table,LOAD_FIELD,0,1,1
363,142,108,179,_create_strength_table,LOAD_FIELD,0,1,1
364,142,136,179,_create_strength_table,LOAD_FIELD,0,1,1
365,142,164,179,_create_strength_table,LOAD_FIELD,0,1,1
366,142,192,179,_create_strength_table,LOAD_FIELD,0,1,1
367,142,220,179,_create_strength_table,LOAD_FIELD,0,1,1
376,144,24,180,lambda,LOAD_FIELD,0,8,1
377,144,48,180,lambda,LOAD_FIELD,7,1,1
380,145,44,181,_create_strength_constants,LOAD_FIELD,0,1,1
381,145,72,181,_create_strength_constants,LOAD_FIELD,0,1,1
403,149,28,182,_AbstractConstraint.init-strength,STORE_FIELD,1000,2006,>= 4
409,151,4,184,_AbstractConstraint.add_constraint,LOAD_FIELD,0,3006,>= 4
410,151,24,184,_AbstractConstraint.add_constraint,LOAD_FIELD,3004,2,1
415,152,24,185,_AbstractConstraint.destroy_constraint,LOAD_FIELD,3,2,1
415,152,4,185,_AbstractConstraint.destroy_constraint,LOAD_FIELD,4,1,1
417,152,56,185,_AbstractConstraint.destroy_constraint,LOAD_FIELD,4,1,1
423,153,20,186,lambda,LOAD_FIELD,3001,1,1
423,153,40,186,lambda,LOAD_FIELD,1999,1,1
427,154,32,187,_AbstractConstraint.inputs_known,LOAD_FIELD,1002,2005,3
431,156,4,189,_AbstractConstraint.satisfy,LOAD_FIELD,3002,3012,>= 4
433,156,28,189,_AbstractConstraint.satisfy,LOAD_FIELD,3002,3012,>= 4
434,155,16,188,each,STORE_FIELD,7005,1,1
436,156,68,189,_AbstractConstraint.satisfy,LOAD_FIELD,3001,3010,>= 4
438,156,92,189,_AbstractConstraint.satisfy,LOAD_FIELD,3001,3010,>= 4
439,156,120,189,_AbstractConstraint.satisfy,LOAD_FIELD,6010,1,1
440,156,164,189,_AbstractConstraint.satisfy,LOAD_FIELD,2002,1003,3
442,156,204,189,_AbstractConstraint.satisfy,STORE_FIELD,6010,1,1
443,156,224,189,_AbstractConstraint.satisfy,LOAD_FIELD,6009,2,1
445,156,288,189,_AbstractConstraint.satisfy,STORE_FIELD,6010,1,1
449,156,316,189,_AbstractConstraint.satisfy,LOAD_FIELD,2,1,1
449,156,320,189,_AbstractConstraint.satisfy,LOAD_FIELD,1,2,1
475,171,4,200,_BinaryConstraint.init-binary-constraint,LOAD_FIELD,0,2000,2
476,171,40,200,_BinaryConstraint.init-binary-constraint,STORE_FIELD,1998,2,2
477,171,64,200,_BinaryConstraint.init-binary-constraint,STORE_FIELD,1998,2,2
480,172,12,201,_BinaryConstraint.is_satisfied,LOAD_FIELD,22012,2,2
483,173,8,202,_BinaryConstraint.add_to_graph,LOAD_FIELD,999,1,1
483,173,4,202,_BinaryConstraint.add_to_graph,LOAD_FIELD,999,1,1
484,173,32,202,_BinaryConstraint.add_to_graph,LOAD_FIELD,999,1,1
484,173,36,202,_BinaryConstraint.add_to_graph,LOAD_FIELD,0,1000,1
485,173,72,202,_BinaryConstraint.add_to_graph,STORE_FIELD,999,1,1
495,175,16,204,_BinaryConstraint.choose_method,LOAD_FIELD,5001,1,1
495,175,12,204,_BinaryConstraint.choose_method,LOAD_FIELD,5000,2,2
496,175,44,204,_BinaryConstraint.choose_method,LOAD_FIELD,999,2,2
496,175,48,204,_BinaryConstraint.choose_method,LOAD_FIELD,1000,1,1
496,175,84,204,_BinaryConstraint.choose_method,LOAD_FIELD,999,2,2
496,175,72,204,_BinaryConstraint.choose_method,LOAD_FIELD,1000,1,1
496,175,68,204,_BinaryConstraint.choose_method,LOAD_FIELD,999,2,2
496,175,88,204,_BinaryConstraint.choose_method,LOAD_FIELD,1000,1,1
497,175,116,204,_BinaryConstraint.choose_method,STORE_FIELD,999,2,2
498,175,128,204,_BinaryConstraint.choose_method,LOAD_FIELD,999,2,2
505,175,212,204,_BinaryConstraint.choose_method,LOAD_FIELD,4000,1,1
505,175,208,204,_BinaryConstraint.choose_method,LOAD_FIELD,3999,2,2
506,175,264,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,2,2
506,175,244,204,_BinaryConstraint.choose_method,LOAD_FIELD,2000,1,1
506,175,240,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,2,2
506,175,268,204,_BinaryConstraint.choose_method,LOAD_FIELD,2000,1,1
506,175,280,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,2,2
506,175,284,204,_BinaryConstraint.choose_method,LOAD_FIELD,2000,1,1
507,175,312,204,_BinaryConstraint.choose_method,STORE_FIELD,1999,2,2
508,175,324,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,2,2
515,175,404,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,1
515,175,420,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,1,1
515,175,416,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,2
515,175,396,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,2
515,175,400,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,1,1
525,175,588,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,1,1
525,175,584,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,2
525,175,572,204,_BinaryConstraint.choose_method,LOAD_FIELD,1999,1,1
525,175,568,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,2
526,175,616,204,_BinaryConstraint.choose_method,STORE_FIELD,1998,2,2
527,175,628,204,_BinaryConstraint.choose_method,LOAD_FIELD,1998,2,2
535,176,12,205,_BinaryConstraint.inputs_do,LOAD_FIELD,3999,1,1
536,176,40,205,_BinaryConstraint.inputs_do,LOAD_FIELD,1999,1,1
537,176,76,205,_BinaryConstraint.inputs_do,LOAD_FIELD,1999,1,1
541,177,40,206,_BinaryConstraint.inputs_has_one,LOAD_FIELD,2999,2,2
541,177,12,206,_BinaryConstraint.inputs_has_one,LOAD_FIELD,3000,2,2
541,177,64,206,_BinaryConstraint.inputs_has_one,LOAD_FIELD,0,1,1
544,178,16,207,_BinaryConstraint.mark_unsatisfied,STORE_FIELD,3000,2,2
547,179,12,208,_BinaryConstraint.get_output,LOAD_FIELD,31016,2,2
547,179,44,208,_BinaryConstraint.get_output,LOAD_FIELD,6005,2,2
547,179,32,208,_BinaryConstraint.get_output,LOAD_FIELD,25009,2,2
551,180,12,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
552,180,32,209,_BinaryConstraint.recalculate,LOAD_FIELD,2999,1,1
553,180,52,209,_BinaryConstraint.recalculate,LOAD_FIELD,2999,1,1
556,180,72,209,_BinaryConstraint.recalculate,LOAD_FIELD,1999,1,1
557,180,92,209,_BinaryConstraint.recalculate,LOAD_FIELD,1999,1,1
560,180,148,209,_BinaryConstraint.recalculate,STORE_FIELD,4999,1,1
560,180,116,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
560,180,120,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
560,180,132,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
561,180,164,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
561,180,176,209,_BinaryConstraint.recalculate,STORE_FIELD,4999,1,1
562,180,188,209,_BinaryConstraint.recalculate,LOAD_FIELD,4999,1,1
562,180,200,209,_BinaryConstraint.recalculate,LOAD_FIELD,3000,1000,1
572,184,4,210,_UnaryConstraint.init-values,LOAD_FIELD,0,1006,2
573,184,40,210,_UnaryConstraint.init-values,STORE_FIELD,1004,2,2
574,184,52,210,_UnaryConstraint.init-values,LOAD_FIELD,0,1006,2
577,185,4,211,_UnaryConstraint.is_satisfied,LOAD_FIELD,1032,2,2
580,186,8,212,_UnaryConstraint.add_to_graph,LOAD_FIELD,5,1001,1
580,186,4,212,_UnaryConstraint.add_to_graph,LOAD_FIELD,1004,2,2
581,186,44,212,_UnaryConstraint.add_to_graph,STORE_FIELD,1004,2,2
585,187,36,213,_UnaryConstraint.remove_from_graph,LOAD_FIELD,5,5,1
585,187,12,213,_UnaryConstraint.remove_from_graph,LOAD_FIELD,9,1,1
585,187,32,213,_UnaryConstraint.remove_from_graph,LOAD_FIELD,9,1,1
586,187,80,213,_UnaryConstraint.remove_from_graph,STORE_FIELD,9,1,1
590,188,76,214,_UnaryConstraint.choose_method,STORE_FIELD,1010,2,2
591,188,40,214,_UnaryConstraint.choose_method,LOAD_FIELD,1007,2,2
591,188,16,214,_UnaryConstraint.choose_method,LOAD_FIELD,1010,2,2
591,188,44,214,_UnaryConstraint.choose_method,LOAD_FIELD,1006,3,1
591,188,56,214,_UnaryConstraint.choose_method,LOAD_FIELD,1007,2,2
591,188,20,214,_UnaryConstraint.choose_method,LOAD_FIELD,1011,1,1
591,188,60,214,_UnaryConstraint.choose_method,LOAD_FIELD,1008,1,1
599,191,16,217,_UnaryConstraint.mark_unsatisfied,STORE_FIELD,6,2,2
601,192,4,218,_UnaryConstraint.get_output,LOAD_FIELD,3045,2,2
604,193,4,219,_UnaryConstraint.recalculate,LOAD_FIELD,1007,2,2
604,193,24,219,_UnaryConstraint.recalculate,STORE_FIELD,1008,1,1
604,193,12,219,_UnaryConstraint.recalculate,LOAD_FIELD,1007,2,2
605,193,76,219,_UnaryConstraint.recalculate,STORE_FIELD,1008,1,1
605,193,52,219,_UnaryConstraint.recalculate,LOAD_FIELD,3,1006,2
605,193,36,219,_UnaryConstraint.recalculate,LOAD_FIELD,1007,2,2
606,193,92,219,_UnaryConstraint.recalculate,LOAD_FIELD,1008,1,1
606,193,104,219,_UnaryConstraint.recalculate,LOAD_FIELD,3,1001,1
606,193,88,219,_UnaryConstraint.recalculate,LOAD_FIELD,1007,2,2
619,198,4,222,_EqualityConstraint.init-values,LOAD_FIELD,0,1000,1
620,198,40,222,_EqualityConstraint.init-values,LOAD_FIELD,0,1000,1
624,199,12,223,_EqualityConstraint.execute,LOAD_FIELD,103999,1,1
625,199,56,223,_EqualityConstraint.execute,STORE_FIELD,101999,1,1
625,199,44,223,_EqualityConstraint.execute,LOAD_FIELD,101999,1,1
625,199,40,223,_EqualityConstraint.execute,LOAD_FIELD,101999,1,1
625,199,32,223,_EqualityConstraint.execute,LOAD_FIELD,101999,1,1
627,199,68,223,_EqualityConstraint.execute,LOAD_FIELD,1999,1,1
627,199,80,223,_EqualityConstraint.execute,LOAD_FIELD,1999,1,1
627,199,76,223,_EqualityConstraint.execute,LOAD_FIELD,1999,1,1
627,199,92,223,_EqualityConstraint.execute,STORE_FIELD,1999,1,1
638,203,4,224,_ScaleConstraint.init-values,LOAD_FIELD,0,1000,1
