# Omitting opcode pairs executed zero times
# Opcode pairs are only tracked if they are in the same bytecode frame
opcode,next opcode,counts
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL_BY_INDEX,1920324
LOAD_FIELD,LOAD_FIELD,1694119
LOAD_GLOBAL_BY_INDEX,JUMP,1672983
LOAD_LOCAL_SAFE,DUPE,1565935
ASSERT_FUNC,CALL,1510849
JUMP,POP,1277592
LOAD_LOCAL_SAFE,LOAD_GLOBAL_BY_INDEX,1109855
LOAD_CONST,LOAD_LOCAL_SAFE,1104458
STORE_LOCAL,JUMP,1085906
CREATE_OBJECT,DUPE,1036087
LOAD_GLOBAL_BY_INDEX,CREATE_OBJECT,1036056
JUMP_IF_FALSE_PEEK,JUMP_IF_TRUE_PEEK,990223
CALL,LOAD_GLOBAL_BY_INDEX,830825
LOAD_GLOBAL_BY_INDEX,LOAD_CONST,558701
POP,LOAD_CONST,521805
LOAD_FIELD,LOAD_CONST,452721
LOAD_GLOBAL_BY_INDEX,DUPE,434080
JUMP_IF_FALSE_PEEK,POP,396911
LOAD_GLOBAL_BY_INDEX,SWAP,393295
JUMP_IF_TRUE_PEEK,JUMP_IF_FALSE_PEEK,363614
LOAD_CONST,DUPE,270672
LOAD_LOCAL_SAFE,RETURN,254959
CALL,LOAD_CONST,180681
JUMP_IF_FALSE_PEEK,JUMP_IF_FALSE_PEEK,169130
LOAD_GLOBAL_BY_INDEX,LOAD_LOCAL_SAFE,153101
CALL,SWAP,148773
LOAD_FIELD,SWAP,130736
STORE_FIELD,JUMP,128827
LOAD_LOCAL_SAFE,ASSERT_FUNC,111884
LOAD_FIELD,RETURN,96443
LOAD_NONLOCAL,LOAD_FIELD,95069
CALL,JUMP,73623
POP,LOAD_NONLOCAL,44305
CREATE_LIST,DUPE,44027
LOAD_CONST,JUMP,41120
ASSERT_FUNC,LOAD_NONLOCAL,40000
JUMP_IF_FALSE_PEEK,JUMP_IF_FALSE,35296
CALL,RETURN,32249
LOAD_CONST,LOAD_GLOBAL_BY_INDEX,21426
LOAD_NONLOCAL,LOAD_LOCAL_SAFE,20000
JUMP_IF_TRUE_PEEK,JUMP_IF_FALSE,17739
LOAD_GLOBAL_BY_INDEX,RETURN,14530
JUMP_IF_FALSE,LOAD_NONLOCAL,10764
JUMP,JUMP,9947
JUMP,DUPE,1583
CREATE_FUNC,DUPE,1028
LOAD_LOCAL_SAFE,CREATE_FUNC,1000
LOAD_GLOBAL,ASSERT_FUNC,223
POP,LOAD_GLOBAL,100
DUPE,STORE_GLOBAL,58
ASSERT_FUNC,LOAD_GLOBAL,51
LOAD_GLOBAL,CREATE_OBJECT,33
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,32
JUMP_IF_FALSE,LOAD_GLOBAL,30
LOAD_GLOBAL,CALL,29
LOAD_FIELD,LOAD_GLOBAL,25
STORE_GLOBAL,CREATE_FUNC,23
CALL,LOAD_GLOBAL,18
STORE_GLOBAL,LOAD_CONST,17
JUMP_IF_TRUE_PEEK,LOAD_GLOBAL,16
STORE_GLOBAL,POP,15
LOAD_CONST,CREATE_CLASS,14
LOAD_LOCAL_SAFE,LOAD_GLOBAL,14
CREATE_CLASS,DUPE,14
LOAD_GLOBAL,SWAP,11
LOAD_GLOBAL,DUPE,6
LOAD_GLOBAL,LOAD_CONST,5
LOAD_GLOBAL,JUMP,5
POP,CREATE_FUNC,4
STORE_GLOBAL,LOAD_GLOBAL,3
LOAD_GLOBAL,LOAD_FIELD,3
LOAD_GLOBAL,LOAD_LOCAL_SAFE,3
LOAD_CONST,LOAD_GLOBAL,3
LOAD_GLOBAL,RETURN,1
